canonical_label,citizen_raw_gloss,citizen_asl_lex_code,lexical_tier,clips,top1_hits,top5_hits,mean_true_probability,triage,training_approved
TAKE,TAKE,G_01_093,canonical_and_pinned_raw_text_equal,13,1,5,0.0464354265624514,high_risk_manual_variant_review_required,False
TELL,TELL,C_02_013,canonical_and_pinned_raw_text_equal,14,13,14,0.6737522717033114,model_consistent_manual_variant_review_required,False
THANKYOU,THANKYOU,H_02_053,canonical_and_pinned_raw_text_equal,14,8,13,0.42223296420914785,model_consistent_manual_variant_review_required,False
THINK,THINK,C_03_053,canonical_and_pinned_raw_text_equal,14,12,14,0.6376492572682244,model_consistent_manual_variant_review_required,False
TIME,TIME,B_02_080,canonical_and_pinned_raw_text_equal,14,12,13,0.5876439070062978,model_consistent_manual_variant_review_required,False
TIRED,TIRED,D_02_050,canonical_and_pinned_raw_text_equal,14,13,14,0.6263200289436749,model_consistent_manual_variant_review_required,False
TOMORROW,TOMORROW,F_02_040,canonical_and_pinned_raw_text_equal,14,10,14,0.527850890598659,model_consistent_manual_variant_review_required,False
TRY,TRY,B_02_034,canonical_and_pinned_raw_text_equal,14,11,14,0.6143815049103328,model_consistent_manual_variant_review_required,False
UNDERSTAND,UNDERSTAND,C_01_006,canonical_and_pinned_raw_text_equal,9,2,6,0.21629163862801054,ambiguous_manual_variant_review_required,False
USE,USE,D_03_043,canonical_and_pinned_raw_text_equal,14,10,11,0.44621190525192234,model_consistent_manual_variant_review_required,False
WAIT,WAIT,B_02_016,canonical_and_pinned_raw_text_equal,14,7,12,0.3758565355092287,model_consistent_manual_variant_review_required,False
WATER,WATER,A_02_031,canonical_and_pinned_raw_text_equal,14,9,11,0.46380266949667465,model_consistent_manual_variant_review_required,False
WEEK,WEEK,B_02_079,canonical_and_pinned_raw_text_equal,14,9,14,0.43284246272274424,model_consistent_manual_variant_review_required,False
WHEN,WHEN,C_03_086,canonical_and_pinned_raw_text_equal,14,6,14,0.3784015580479588,ambiguous_manual_variant_review_required,False
WHERE,WHERE,B_02_035,canonical_and_pinned_raw_text_equal,14,6,11,0.29341184692124705,ambiguous_manual_variant_review_required,False
WHO,WHO,C_01_041,canonical_and_pinned_raw_text_equal,14,6,10,0.3502246159727552,ambiguous_manual_variant_review_required,False
WHY,WHY,D_01_067,canonical_and_pinned_raw_text_equal,14,4,11,0.23261194757651538,ambiguous_manual_variant_review_required,False
WORK,WORK,B_03_059,canonical_and_pinned_raw_text_equal,14,12,14,0.636610743190561,model_consistent_manual_variant_review_required,False
WRITE,WRITE,D_01_051,canonical_and_pinned_raw_text_equal,14,2,7,0.08878583647310734,ambiguous_manual_variant_review_required,False
YEAR,YEAR,B_02_015,canonical_and_pinned_raw_text_equal,14,10,14,0.4967939651438168,model_consistent_manual_variant_review_required,False
YES,YES,G_03_074,canonical_and_pinned_raw_text_equal,14,2,12,0.21082113836226718,ambiguous_manual_variant_review_required,False
YESTERDAY,YESTERDAY,D_01_024,canonical_and_pinned_raw_text_equal,14,10,12,0.4344237906791802,model_consistent_manual_variant_review_required,False
YOU,YOU,D_02_065,canonical_and_pinned_raw_text_equal,14,4,11,0.29001100385461803,ambiguous_manual_variant_review_required,False
YOUR,YOUR,F_01_052,canonical_and_pinned_raw_text_equal,14,2,6,0.10826048697344959,high_risk_manual_variant_review_required,False
