canonical_label,citizen_raw_gloss,citizen_asl_lex_code,lexical_tier,clips,top1_hits,top5_hits,mean_true_probability,triage,training_approved
MORNING,MORNING,C_02_012,canonical_and_pinned_raw_text_equal,14,12,14,0.7806178996605533,model_consistent_manual_variant_review_required,False
MOTHER,MOTHER,B_02_008,canonical_and_pinned_raw_text_equal,14,12,14,0.6522820645145008,model_consistent_manual_variant_review_required,False
MY,MY,C_01_060,canonical_and_pinned_raw_text_equal,14,4,10,0.2645694465110345,ambiguous_manual_variant_review_required,False
NAME,NAME,D_01_021,canonical_and_pinned_raw_text_equal,14,12,14,0.7779745587280819,model_consistent_manual_variant_review_required,False
NEED,NEED,C_02_034,canonical_and_pinned_raw_text_equal,12,5,11,0.3710339186557879,ambiguous_manual_variant_review_required,False
NO,NO,C_03_041,canonical_and_pinned_raw_text_equal,14,8,12,0.37148845792190904,model_consistent_manual_variant_review_required,False
NOW,NOW,C_03_062,canonical_and_pinned_raw_text_equal,14,10,13,0.6025957564956376,model_consistent_manual_variant_review_required,False
OUR,OUR,G_02_067,canonical_and_pinned_raw_text_equal,14,9,12,0.4640607268832225,model_consistent_manual_variant_review_required,False
PLEASE,PLEASE,B_02_007,canonical_and_pinned_raw_text_equal,14,14,14,0.9155483245849609,model_consistent_manual_variant_review_required,False
READ,READ,A_01_022,canonical_and_pinned_raw_text_equal,14,8,11,0.4614094732096419,model_consistent_manual_variant_review_required,False
READY,READY,F_03_042,canonical_and_pinned_raw_text_equal,14,13,14,0.638426416686603,model_consistent_manual_variant_review_required,False
SAD,SAD,B_02_053,canonical_and_pinned_raw_text_equal,14,14,14,0.8448388363633837,model_consistent_manual_variant_review_required,False
SCHOOL,SCHOOL,C_03_089,canonical_and_pinned_raw_text_equal,14,4,12,0.17842703335086949,ambiguous_manual_variant_review_required,False
SEE,SEE,C_02_030,canonical_and_pinned_raw_text_equal,7,7,7,0.8403053283691406,model_consistent_manual_variant_review_required,False
SIGN,SIGN,E_03_050,canonical_and_pinned_raw_text_equal,14,1,4,0.07746778374504563,high_risk_manual_variant_review_required,False
SLEEP,SLEEP,B_03_037,canonical_and_pinned_raw_text_equal,10,7,9,0.4840725239366293,model_consistent_manual_variant_review_required,False
SMALL,SMALL,D_01_030,canonical_and_pinned_raw_text_equal,10,9,9,0.6081445625051856,model_consistent_manual_variant_review_required,False
SORRY,SORRY,C_01_020,canonical_and_pinned_raw_text_equal,14,14,14,0.8164240983980042,model_consistent_manual_variant_review_required,False
STOP,STOP,D_01_010,canonical_and_pinned_raw_text_equal,14,5,10,0.19962601899169385,ambiguous_manual_variant_review_required,False
TAKE,TAKE,G_01_093,canonical_and_pinned_raw_text_equal,13,3,10,0.20245665580464098,ambiguous_manual_variant_review_required,False
TELL,TELL,C_02_013,canonical_and_pinned_raw_text_equal,14,12,14,0.6657461752848965,model_consistent_manual_variant_review_required,False
THANKYOU,THANKYOU,H_02_053,canonical_and_pinned_raw_text_equal,14,12,14,0.5220594363553184,model_consistent_manual_variant_review_required,False
THINK,THINK,C_03_053,canonical_and_pinned_raw_text_equal,14,13,14,0.6820593284709113,model_consistent_manual_variant_review_required,False
TIME,TIME,B_02_080,canonical_and_pinned_raw_text_equal,14,11,13,0.5821789289891187,model_consistent_manual_variant_review_required,False
TIRED,TIRED,D_02_050,canonical_and_pinned_raw_text_equal,14,10,13,0.6364627075381577,model_consistent_manual_variant_review_required,False
TOMORROW,TOMORROW,F_02_040,canonical_and_pinned_raw_text_equal,14,11,14,0.5950944676463094,model_consistent_manual_variant_review_required,False
TRY,TRY,B_02_034,canonical_and_pinned_raw_text_equal,14,13,14,0.6696532342050757,model_consistent_manual_variant_review_required,False
UNDERSTAND,UNDERSTAND,C_01_006,canonical_and_pinned_raw_text_equal,9,4,7,0.45935277091727283,ambiguous_manual_variant_review_required,False
USE,USE,D_03_043,canonical_and_pinned_raw_text_equal,14,9,10,0.4283826778908925,ambiguous_manual_variant_review_required,False
WAIT,WAIT,B_02_016,canonical_and_pinned_raw_text_equal,14,7,10,0.35969124311980394,ambiguous_manual_variant_review_required,False
WATER,WATER,A_02_031,canonical_and_pinned_raw_text_equal,14,5,12,0.32582722283301074,ambiguous_manual_variant_review_required,False
WEEK,WEEK,B_02_079,canonical_and_pinned_raw_text_equal,14,10,14,0.4264422873301165,model_consistent_manual_variant_review_required,False
WHEN,WHEN,C_03_086,canonical_and_pinned_raw_text_equal,14,8,14,0.45159209918762955,model_consistent_manual_variant_review_required,False
WHERE,WHERE,B_02_035,canonical_and_pinned_raw_text_equal,14,9,11,0.4175049659762798,model_consistent_manual_variant_review_required,False
WHO,WHO,C_01_041,canonical_and_pinned_raw_text_equal,14,8,12,0.439348064695618,model_consistent_manual_variant_review_required,False
WHY,WHY,D_01_067,canonical_and_pinned_raw_text_equal,14,3,10,0.23666217480786145,ambiguous_manual_variant_review_required,False
WORK,WORK,B_03_059,canonical_and_pinned_raw_text_equal,14,14,14,0.7325369609253747,model_consistent_manual_variant_review_required,False
WRITE,WRITE,D_01_051,canonical_and_pinned_raw_text_equal,14,4,8,0.165733595927512,ambiguous_manual_variant_review_required,False
YEAR,YEAR,B_02_015,canonical_and_pinned_raw_text_equal,14,11,14,0.648063848061221,model_consistent_manual_variant_review_required,False
YES,YES,G_03_074,canonical_and_pinned_raw_text_equal,14,9,13,0.47572016370083603,model_consistent_manual_variant_review_required,False
YESTERDAY,YESTERDAY,D_01_024,canonical_and_pinned_raw_text_equal,14,12,13,0.7487475897318551,model_consistent_manual_variant_review_required,False
YOU,YOU,D_02_065,canonical_and_pinned_raw_text_equal,14,5,10,0.2738323279024501,ambiguous_manual_variant_review_required,False
YOUR,YOUR,F_01_052,canonical_and_pinned_raw_text_equal,14,4,5,0.16991051644020314,high_risk_manual_variant_review_required,False
