canonical_label,citizen_raw_gloss,citizen_asl_lex_code,lexical_tier,clips,top1_hits,top5_hits,mean_true_probability,triage,training_approved
SIGN,SIGN,E_03_050,canonical_and_pinned_raw_text_equal,4,0,0,0.007021277502644807,high_risk_manual_variant_review_required,False
SLEEP,SLEEP,B_03_037,canonical_and_pinned_raw_text_equal,4,2,4,0.33975514117628336,model_consistent_manual_variant_review_required,False
SMALL,SMALL,D_01_030,canonical_and_pinned_raw_text_equal,4,2,3,0.47772696102038026,model_consistent_manual_variant_review_required,False
SORRY,SORRY,C_01_020,canonical_and_pinned_raw_text_equal,4,3,4,0.5854118447750807,model_consistent_manual_variant_review_required,False
STOP,STOP,D_01_010,canonical_and_pinned_raw_text_equal,4,1,3,0.14718194911256433,ambiguous_manual_variant_review_required,False
TAKE,TAKE,G_01_093,canonical_and_pinned_raw_text_equal,4,0,1,0.006916941492818296,high_risk_manual_variant_review_required,False
TELL,TELL,C_02_013,canonical_and_pinned_raw_text_equal,4,4,4,0.7331867292523384,model_consistent_manual_variant_review_required,False
THANKYOU,THANKYOU,H_02_053,canonical_and_pinned_raw_text_equal,4,3,4,0.4936416894197464,model_consistent_manual_variant_review_required,False
THEY,THEY1,F_02_103,canonical_only_variant_review_required,4,2,2,0.33295184760936536,ambiguous_manual_variant_review_required,False
THINK,THINK,C_03_053,canonical_and_pinned_raw_text_equal,4,3,4,0.5116344094276428,model_consistent_manual_variant_review_required,False
TIME,TIME,B_02_080,canonical_and_pinned_raw_text_equal,4,3,4,0.5229753758758307,model_consistent_manual_variant_review_required,False
TIRED,TIRED,D_02_050,canonical_and_pinned_raw_text_equal,4,3,4,0.5198615305125713,model_consistent_manual_variant_review_required,False
TOMORROW,TOMORROW,F_02_040,canonical_and_pinned_raw_text_equal,4,4,4,0.5676288604736328,model_consistent_manual_variant_review_required,False
TRY,TRY,B_02_034,canonical_and_pinned_raw_text_equal,4,3,4,0.6065302640199661,model_consistent_manual_variant_review_required,False
UNDERSTAND,UNDERSTAND,C_01_006,canonical_and_pinned_raw_text_equal,4,0,1,0.08261291291273665,high_risk_manual_variant_review_required,False
USE,USE,D_03_043,canonical_and_pinned_raw_text_equal,4,3,3,0.41913645062595606,model_consistent_manual_variant_review_required,False
WAIT,WAIT,B_02_016,canonical_and_pinned_raw_text_equal,4,1,3,0.279765494633466,ambiguous_manual_variant_review_required,False
WANT,WANT1,E_01_025,canonical_only_variant_review_required,4,0,1,0.05513376125600189,high_risk_manual_variant_review_required,False
WATER,WATER,A_02_031,canonical_and_pinned_raw_text_equal,4,3,3,0.5074716490926221,model_consistent_manual_variant_review_required,False
WEEK,WEEK,B_02_079,canonical_and_pinned_raw_text_equal,4,1,4,0.24251999892294407,ambiguous_manual_variant_review_required,False
WHAT,WHAT1,D_02_094,canonical_only_variant_review_required,4,0,0,0.019065247266553342,high_risk_manual_variant_review_required,False
WHEN,WHEN,C_03_086,canonical_and_pinned_raw_text_equal,4,1,4,0.4148217812180519,ambiguous_manual_variant_review_required,False
WHERE,WHERE,B_02_035,canonical_and_pinned_raw_text_equal,4,1,3,0.3531748182140291,ambiguous_manual_variant_review_required,False
WHO,WHO,C_01_041,canonical_and_pinned_raw_text_equal,4,2,4,0.5306375846266747,model_consistent_manual_variant_review_required,False
WHY,WHY,D_01_067,canonical_and_pinned_raw_text_equal,4,1,3,0.128202403197065,ambiguous_manual_variant_review_required,False
WOMAN,WOMAN1,C_02_028,canonical_only_variant_review_required,4,0,2,0.036148706363746896,ambiguous_manual_variant_review_required,False
WORK,WORK,B_03_059,canonical_and_pinned_raw_text_equal,4,2,4,0.37139907106757164,model_consistent_manual_variant_review_required,False
WRITE,WRITE,D_01_051,canonical_and_pinned_raw_text_equal,4,0,2,0.05921417835634202,ambiguous_manual_variant_review_required,False
YEAR,YEAR,B_02_015,canonical_and_pinned_raw_text_equal,4,3,4,0.6243195123970509,model_consistent_manual_variant_review_required,False
YES,YES,G_03_074,canonical_and_pinned_raw_text_equal,4,0,3,0.14760632417164743,ambiguous_manual_variant_review_required,False
YESTERDAY,YESTERDAY,D_01_024,canonical_and_pinned_raw_text_equal,4,3,3,0.3344565554289147,model_consistent_manual_variant_review_required,False
YOU,YOU,D_02_065,canonical_and_pinned_raw_text_equal,4,3,4,0.6491321139037609,model_consistent_manual_variant_review_required,False
YOUR,YOUR,F_01_052,canonical_and_pinned_raw_text_equal,4,0,1,0.009766575880348682,high_risk_manual_variant_review_required,False
