canonical_label,citizen_raw_gloss,citizen_asl_lex_code,lexical_tier,clips,top1_hits,top5_hits,mean_true_probability,triage,training_approved
HAPPY,HAPPY,C_03_078,canonical_and_pinned_raw_text_equal,12,4,8,0.25624660154183704,ambiguous_manual_variant_review_required,False
HELLO,HELLO,D_02_055,canonical_and_pinned_raw_text_equal,14,9,13,0.4272654264766191,model_consistent_manual_variant_review_required,False
HELP,HELP,D_01_042,canonical_and_pinned_raw_text_equal,14,7,11,0.30377023720315527,model_consistent_manual_variant_review_required,False
HOT,HOT,F_02_093,canonical_and_pinned_raw_text_equal,12,7,9,0.5049732536620771,model_consistent_manual_variant_review_required,False
IMPORTANT,IMPORTANT,B_01_081,canonical_and_pinned_raw_text_equal,14,14,14,0.8557243943214417,model_consistent_manual_variant_review_required,False
KNOW,KNOW,C_01_048,canonical_and_pinned_raw_text_equal,14,11,13,0.6313781427618649,model_consistent_manual_variant_review_required,False
LANGUAGE,LANGUAGE,A_01_067,canonical_and_pinned_raw_text_equal,14,8,12,0.3345141527908189,model_consistent_manual_variant_review_required,False
LEARN,LEARN,B_01_042,canonical_and_pinned_raw_text_equal,14,14,14,0.7118048252803939,model_consistent_manual_variant_review_required,False
LESS,LESS,E_02_043,canonical_and_pinned_raw_text_equal,14,7,12,0.3657017658863749,model_consistent_manual_variant_review_required,False
LIKE,LIKE,F_03_063,canonical_and_pinned_raw_text_equal,14,11,13,0.5022758361883461,model_consistent_manual_variant_review_required,False
LOVE,LOVE,G_01_068,canonical_and_pinned_raw_text_equal,14,13,14,0.8455686565887716,model_consistent_manual_variant_review_required,False
MAKE,MAKE,C_01_032,canonical_and_pinned_raw_text_equal,14,13,14,0.7298824193754366,model_consistent_manual_variant_review_required,False
MAN,MAN,C_01_040,canonical_and_pinned_raw_text_equal,10,10,10,0.6974989026784897,model_consistent_manual_variant_review_required,False
MAYBE,MAYBE,B_03_022,canonical_and_pinned_raw_text_equal,14,8,14,0.5050463750958443,model_consistent_manual_variant_review_required,False
MORE,MORE,B_03_032,canonical_and_pinned_raw_text_equal,14,11,14,0.6377953141927719,model_consistent_manual_variant_review_required,False
MORNING,MORNING,C_02_012,canonical_and_pinned_raw_text_equal,14,13,14,0.8561011438391039,model_consistent_manual_variant_review_required,False
MOTHER,MOTHER,B_02_008,canonical_and_pinned_raw_text_equal,14,7,14,0.239785781662379,model_consistent_manual_variant_review_required,False
MY,MY,C_01_060,canonical_and_pinned_raw_text_equal,14,7,10,0.38609466961185845,ambiguous_manual_variant_review_required,False
NAME,NAME,D_01_021,canonical_and_pinned_raw_text_equal,14,12,13,0.6584642204938324,model_consistent_manual_variant_review_required,False
NEED,NEED,C_02_034,canonical_and_pinned_raw_text_equal,12,8,9,0.3960175585622589,model_consistent_manual_variant_review_required,False
NO,NO,C_03_041,canonical_and_pinned_raw_text_equal,14,11,13,0.6843511441256851,model_consistent_manual_variant_review_required,False
NOW,NOW,C_03_062,canonical_and_pinned_raw_text_equal,14,9,13,0.5140641234549028,model_consistent_manual_variant_review_required,False
OUR,OUR,G_02_067,canonical_and_pinned_raw_text_equal,14,10,12,0.5607686645484397,model_consistent_manual_variant_review_required,False
PLEASE,PLEASE,B_02_007,canonical_and_pinned_raw_text_equal,14,13,14,0.6431153022817203,model_consistent_manual_variant_review_required,False
READ,READ,A_01_022,canonical_and_pinned_raw_text_equal,14,11,14,0.5768668010963925,model_consistent_manual_variant_review_required,False
READY,READY,F_03_042,canonical_and_pinned_raw_text_equal,14,14,14,0.6957106207098279,model_consistent_manual_variant_review_required,False
SAD,SAD,B_02_053,canonical_and_pinned_raw_text_equal,14,14,14,0.8315344772168568,model_consistent_manual_variant_review_required,False
SCHOOL,SCHOOL,C_03_089,canonical_and_pinned_raw_text_equal,14,6,10,0.25071689313543694,ambiguous_manual_variant_review_required,False
SEE,SEE,C_02_030,canonical_and_pinned_raw_text_equal,7,7,7,0.4277397734778268,model_consistent_manual_variant_review_required,False
SIGN,SIGN,E_03_050,canonical_and_pinned_raw_text_equal,14,1,3,0.07258317901453536,high_risk_manual_variant_review_required,False
SLEEP,SLEEP,B_03_037,canonical_and_pinned_raw_text_equal,10,9,10,0.6106436163187027,model_consistent_manual_variant_review_required,False
SMALL,SMALL,D_01_030,canonical_and_pinned_raw_text_equal,10,8,9,0.6481984311714768,model_consistent_manual_variant_review_required,False
SORRY,SORRY,C_01_020,canonical_and_pinned_raw_text_equal,14,14,14,0.7599456427352769,model_consistent_manual_variant_review_required,False
STOP,STOP,D_01_010,canonical_and_pinned_raw_text_equal,14,3,11,0.17502739784374302,ambiguous_manual_variant_review_required,False
TAKE,TAKE,G_01_093,canonical_and_pinned_raw_text_equal,13,6,12,0.2103237799153878,ambiguous_manual_variant_review_required,False
TELL,TELL,C_02_013,canonical_and_pinned_raw_text_equal,14,9,14,0.525348787994257,model_consistent_manual_variant_review_required,False
THANKYOU,THANKYOU,H_02_053,canonical_and_pinned_raw_text_equal,14,9,14,0.4740064700267145,model_consistent_manual_variant_review_required,False
THINK,THINK,C_03_053,canonical_and_pinned_raw_text_equal,14,13,14,0.7592490022735936,model_consistent_manual_variant_review_required,False
TIME,TIME,B_02_080,canonical_and_pinned_raw_text_equal,14,11,13,0.5036773011753601,model_consistent_manual_variant_review_required,False
TIRED,TIRED,D_02_050,canonical_and_pinned_raw_text_equal,14,14,14,0.8174875250884465,model_consistent_manual_variant_review_required,False
TOMORROW,TOMORROW,F_02_040,canonical_and_pinned_raw_text_equal,14,9,14,0.5126503321475216,model_consistent_manual_variant_review_required,False
TRY,TRY,B_02_034,canonical_and_pinned_raw_text_equal,14,13,14,0.7270249958549228,model_consistent_manual_variant_review_required,False
UNDERSTAND,UNDERSTAND,C_01_006,canonical_and_pinned_raw_text_equal,9,7,8,0.5571465752501454,model_consistent_manual_variant_review_required,False
USE,USE,D_03_043,canonical_and_pinned_raw_text_equal,14,7,12,0.4123812881547825,model_consistent_manual_variant_review_required,False
WAIT,WAIT,B_02_016,canonical_and_pinned_raw_text_equal,14,6,12,0.37505834301867125,ambiguous_manual_variant_review_required,False
WATER,WATER,A_02_031,canonical_and_pinned_raw_text_equal,14,12,14,0.579869056386607,model_consistent_manual_variant_review_required,False
WEEK,WEEK,B_02_079,canonical_and_pinned_raw_text_equal,14,9,14,0.533462089220328,model_consistent_manual_variant_review_required,False
WHEN,WHEN,C_03_086,canonical_and_pinned_raw_text_equal,14,7,14,0.37433916167356074,model_consistent_manual_variant_review_required,False
WHERE,WHERE,B_02_035,canonical_and_pinned_raw_text_equal,14,6,12,0.3519236745445856,ambiguous_manual_variant_review_required,False
WHO,WHO,C_01_041,canonical_and_pinned_raw_text_equal,14,10,13,0.57511792857466,model_consistent_manual_variant_review_required,False
WHY,WHY,D_01_067,canonical_and_pinned_raw_text_equal,14,5,8,0.1916179800505883,ambiguous_manual_variant_review_required,False
WORK,WORK,B_03_059,canonical_and_pinned_raw_text_equal,14,14,14,0.7956734033567565,model_consistent_manual_variant_review_required,False
WRITE,WRITE,D_01_051,canonical_and_pinned_raw_text_equal,14,7,10,0.3545557658321091,ambiguous_manual_variant_review_required,False
YEAR,YEAR,B_02_015,canonical_and_pinned_raw_text_equal,14,10,13,0.5835941241654966,model_consistent_manual_variant_review_required,False
YES,YES,G_03_074,canonical_and_pinned_raw_text_equal,14,13,14,0.8109778389334679,model_consistent_manual_variant_review_required,False
YESTERDAY,YESTERDAY,D_01_024,canonical_and_pinned_raw_text_equal,14,13,13,0.769185564480722,model_consistent_manual_variant_review_required,False
YOU,YOU,D_02_065,canonical_and_pinned_raw_text_equal,14,7,13,0.23766945641546044,model_consistent_manual_variant_review_required,False
YOUR,YOUR,F_01_052,canonical_and_pinned_raw_text_equal,14,4,10,0.15827770072168537,ambiguous_manual_variant_review_required,False
