canonical_label,citizen_raw_gloss,citizen_asl_lex_code,lexical_tier,clips,top1_hits,top5_hits,mean_true_probability,triage,training_approved
TOMORROW,TOMORROW,F_02_040,canonical_and_pinned_raw_text_equal,7,6,7,0.5858038866094181,model_consistent_manual_variant_review_required,False
TRY,TRY,B_02_034,canonical_and_pinned_raw_text_equal,7,6,7,0.6908612336431231,model_consistent_manual_variant_review_required,False
UNDERSTAND,UNDERSTAND,C_01_006,canonical_and_pinned_raw_text_equal,7,2,4,0.22887511540570163,ambiguous_manual_variant_review_required,False
USE,USE,D_03_043,canonical_and_pinned_raw_text_equal,7,5,5,0.422508240145232,ambiguous_manual_variant_review_required,False
WAIT,WAIT,B_02_016,canonical_and_pinned_raw_text_equal,7,2,6,0.24810858203896455,ambiguous_manual_variant_review_required,False
WANT,WANT1,E_01_025,canonical_only_variant_review_required,7,0,2,0.04488008875133736,high_risk_manual_variant_review_required,False
WATER,WATER,A_02_031,canonical_and_pinned_raw_text_equal,7,4,5,0.45050354388409425,ambiguous_manual_variant_review_required,False
WEEK,WEEK,B_02_079,canonical_and_pinned_raw_text_equal,7,4,7,0.41904653502362116,model_consistent_manual_variant_review_required,False
WHAT,WHAT1,D_02_094,canonical_only_variant_review_required,7,0,0,0.02018996323126235,high_risk_manual_variant_review_required,False
WHEN,WHEN,C_03_086,canonical_and_pinned_raw_text_equal,7,2,7,0.37432788951056345,ambiguous_manual_variant_review_required,False
WHERE,WHERE,B_02_035,canonical_and_pinned_raw_text_equal,7,1,5,0.2187674068180578,ambiguous_manual_variant_review_required,False
WHO,WHO,C_01_041,canonical_and_pinned_raw_text_equal,7,3,5,0.41145972328792724,ambiguous_manual_variant_review_required,False
WHY,WHY,D_01_067,canonical_and_pinned_raw_text_equal,7,1,5,0.09672415974949088,ambiguous_manual_variant_review_required,False
WOMAN,WOMAN1,C_02_028,canonical_only_variant_review_required,7,1,3,0.13766231399495155,high_risk_manual_variant_review_required,False
WORK,WORK,B_03_059,canonical_and_pinned_raw_text_equal,7,5,7,0.5673701912164688,model_consistent_manual_variant_review_required,False
WRITE,WRITE,D_01_051,canonical_and_pinned_raw_text_equal,7,1,3,0.10713842923619918,high_risk_manual_variant_review_required,False
YEAR,YEAR,B_02_015,canonical_and_pinned_raw_text_equal,7,5,7,0.5948935108525413,model_consistent_manual_variant_review_required,False
YES,YES,G_03_074,canonical_and_pinned_raw_text_equal,7,1,6,0.21975564304739237,ambiguous_manual_variant_review_required,False
YESTERDAY,YESTERDAY,D_01_024,canonical_and_pinned_raw_text_equal,7,6,6,0.3732345444150269,model_consistent_manual_variant_review_required,False
YOU,YOU,D_02_065,canonical_and_pinned_raw_text_equal,7,3,7,0.4658191810761179,ambiguous_manual_variant_review_required,False
YOUR,YOUR,F_01_052,canonical_and_pinned_raw_text_equal,7,2,3,0.17255949468484946,high_risk_manual_variant_review_required,False
