canonical_label,citizen_raw_gloss,citizen_asl_lex_code,lexical_tier,clips,top1_hits,top5_hits,mean_true_probability,triage,training_approved
MORNING,MORNING,C_02_012,canonical_and_pinned_raw_text_equal,14,13,13,0.8504096966103784,model_consistent_manual_variant_review_required,False
MOTHER,MOTHER,B_02_008,canonical_and_pinned_raw_text_equal,14,13,14,0.8045529446431569,model_consistent_manual_variant_review_required,False
MY,MY,C_01_060,canonical_and_pinned_raw_text_equal,14,7,11,0.3503353300703956,model_consistent_manual_variant_review_required,False
NAME,NAME,D_01_021,canonical_and_pinned_raw_text_equal,14,12,14,0.7648042924036937,model_consistent_manual_variant_review_required,False
NEED,NEED,C_02_034,canonical_and_pinned_raw_text_equal,12,5,9,0.3466403392376378,ambiguous_manual_variant_review_required,False
NO,NO,C_03_041,canonical_and_pinned_raw_text_equal,14,12,13,0.6754395822395703,model_consistent_manual_variant_review_required,False
NOW,NOW,C_03_062,canonical_and_pinned_raw_text_equal,14,11,14,0.6217662468552589,model_consistent_manual_variant_review_required,False
OUR,OUR,G_02_067,canonical_and_pinned_raw_text_equal,14,11,13,0.5535168681692865,model_consistent_manual_variant_review_required,False
PLEASE,PLEASE,B_02_007,canonical_and_pinned_raw_text_equal,14,14,14,0.8598158614976066,model_consistent_manual_variant_review_required,False
READ,READ,A_01_022,canonical_and_pinned_raw_text_equal,14,11,13,0.5678883473654943,model_consistent_manual_variant_review_required,False
READY,READY,F_03_042,canonical_and_pinned_raw_text_equal,14,13,14,0.6326962819855128,model_consistent_manual_variant_review_required,False
SAD,SAD,B_02_053,canonical_and_pinned_raw_text_equal,14,14,14,0.8934465519019535,model_consistent_manual_variant_review_required,False
SCHOOL,SCHOOL,C_03_089,canonical_and_pinned_raw_text_equal,14,5,12,0.2600447496266237,ambiguous_manual_variant_review_required,False
SEE,SEE,C_02_030,canonical_and_pinned_raw_text_equal,7,7,7,0.8648198587553841,model_consistent_manual_variant_review_required,False
SIGN,SIGN,E_03_050,canonical_and_pinned_raw_text_equal,14,1,1,0.07118287999349247,high_risk_manual_variant_review_required,False
SLEEP,SLEEP,B_03_037,canonical_and_pinned_raw_text_equal,10,7,10,0.5494166910648346,model_consistent_manual_variant_review_required,False
SMALL,SMALL,D_01_030,canonical_and_pinned_raw_text_equal,10,9,9,0.6590994384139777,model_consistent_manual_variant_review_required,False
SORRY,SORRY,C_01_020,canonical_and_pinned_raw_text_equal,14,12,13,0.7168257126052465,model_consistent_manual_variant_review_required,False
STOP,STOP,D_01_010,canonical_and_pinned_raw_text_equal,14,3,9,0.13530409705292964,ambiguous_manual_variant_review_required,False
TAKE,TAKE,G_01_093,canonical_and_pinned_raw_text_equal,13,4,10,0.1770700602971304,ambiguous_manual_variant_review_required,False
TELL,TELL,C_02_013,canonical_and_pinned_raw_text_equal,14,12,14,0.5623663530818054,model_consistent_manual_variant_review_required,False
THANKYOU,THANKYOU,H_02_053,canonical_and_pinned_raw_text_equal,14,7,14,0.37096062515463146,model_consistent_manual_variant_review_required,False
THINK,THINK,C_03_053,canonical_and_pinned_raw_text_equal,14,13,14,0.7851924853665488,model_consistent_manual_variant_review_required,False
TIME,TIME,B_02_080,canonical_and_pinned_raw_text_equal,14,13,13,0.6774447990049209,model_consistent_manual_variant_review_required,False
TIRED,TIRED,D_02_050,canonical_and_pinned_raw_text_equal,14,14,14,0.8733646699360439,model_consistent_manual_variant_review_required,False
TOMORROW,TOMORROW,F_02_040,canonical_and_pinned_raw_text_equal,14,11,14,0.5319169331341982,model_consistent_manual_variant_review_required,False
TRY,TRY,B_02_034,canonical_and_pinned_raw_text_equal,14,12,14,0.6377289108932018,model_consistent_manual_variant_review_required,False
UNDERSTAND,UNDERSTAND,C_01_006,canonical_and_pinned_raw_text_equal,9,4,7,0.42789450281351393,ambiguous_manual_variant_review_required,False
USE,USE,D_03_043,canonical_and_pinned_raw_text_equal,14,10,12,0.47010776746485916,model_consistent_manual_variant_review_required,False
WAIT,WAIT,B_02_016,canonical_and_pinned_raw_text_equal,14,10,12,0.5443417686037719,model_consistent_manual_variant_review_required,False
WATER,WATER,A_02_031,canonical_and_pinned_raw_text_equal,14,11,13,0.543965004850179,model_consistent_manual_variant_review_required,False
WEEK,WEEK,B_02_079,canonical_and_pinned_raw_text_equal,14,11,14,0.5295372868755034,model_consistent_manual_variant_review_required,False
WHEN,WHEN,C_03_086,canonical_and_pinned_raw_text_equal,14,9,14,0.5218679612236363,model_consistent_manual_variant_review_required,False
WHERE,WHERE,B_02_035,canonical_and_pinned_raw_text_equal,14,10,10,0.4459418167493173,ambiguous_manual_variant_review_required,False
WHO,WHO,C_01_041,canonical_and_pinned_raw_text_equal,14,8,13,0.4393449774943292,model_consistent_manual_variant_review_required,False
WHY,WHY,D_01_067,canonical_and_pinned_raw_text_equal,14,4,9,0.24499133077915758,ambiguous_manual_variant_review_required,False
WORK,WORK,B_03_059,canonical_and_pinned_raw_text_equal,14,14,14,0.8510997955288205,model_consistent_manual_variant_review_required,False
WRITE,WRITE,D_01_051,canonical_and_pinned_raw_text_equal,14,5,10,0.2026761990439679,ambiguous_manual_variant_review_required,False
YEAR,YEAR,B_02_015,canonical_and_pinned_raw_text_equal,14,12,14,0.6756729047213282,model_consistent_manual_variant_review_required,False
YES,YES,G_03_074,canonical_and_pinned_raw_text_equal,14,11,13,0.5357028217986226,model_consistent_manual_variant_review_required,False
YESTERDAY,YESTERDAY,D_01_024,canonical_and_pinned_raw_text_equal,14,10,12,0.5355845677466797,model_consistent_manual_variant_review_required,False
YOU,YOU,D_02_065,canonical_and_pinned_raw_text_equal,14,4,10,0.21144558915901662,ambiguous_manual_variant_review_required,False
YOUR,YOUR,F_01_052,canonical_and_pinned_raw_text_equal,14,4,7,0.19520710708041275,ambiguous_manual_variant_review_required,False
