canonical_label,citizen_raw_gloss,citizen_asl_lex_code,lexical_tier,clips,top1_hits,top5_hits,mean_true_probability,triage,training_approved
GOOD,GOOD,B_01_052,canonical_and_pinned_raw_text_equal,7,0,4,0.10196047816758178,ambiguous_manual_variant_review_required,False
GOODBYE,BYE,E_01_058,canonical_only_variant_review_required,7,0,0,0.004158160749024579,high_risk_manual_variant_review_required,False
HAPPY,HAPPY,C_03_078,canonical_and_pinned_raw_text_equal,7,5,5,0.44635090604424477,ambiguous_manual_variant_review_required,False
HEAR,HEAR2,J_02_006,canonical_only_variant_review_required,7,0,4,0.016419247557808245,ambiguous_manual_variant_review_required,False
HELLO,HELLO,D_02_055,canonical_and_pinned_raw_text_equal,7,5,7,0.5019557656986373,model_consistent_manual_variant_review_required,False
HELP,HELP,D_01_042,canonical_and_pinned_raw_text_equal,7,3,6,0.17764280576791083,ambiguous_manual_variant_review_required,False
HOSPITAL,HOSPITAL1,B_02_026,canonical_only_variant_review_required,7,5,7,0.6210650971957615,model_consistent_manual_variant_review_required,False
HOT,HOT,F_02_093,canonical_and_pinned_raw_text_equal,7,5,6,0.503790274212536,model_consistent_manual_variant_review_required,False
HOW,HOW1,D_02_082,canonical_only_variant_review_required,7,4,6,0.3340115555162941,model_consistent_manual_variant_review_required,False
IMPORTANT,IMPORTANT,B_01_081,canonical_and_pinned_raw_text_equal,7,6,7,0.6647217273712158,model_consistent_manual_variant_review_required,False
KNOW,KNOW,C_01_048,canonical_and_pinned_raw_text_equal,7,7,7,0.8351830584662301,model_consistent_manual_variant_review_required,False
LANGUAGE,LANGUAGE,A_01_067,canonical_and_pinned_raw_text_equal,7,4,7,0.5013775005936623,model_consistent_manual_variant_review_required,False
LEARN,LEARN,B_01_042,canonical_and_pinned_raw_text_equal,7,6,7,0.7176135161093303,model_consistent_manual_variant_review_required,False
LESS,LESS,E_02_043,canonical_and_pinned_raw_text_equal,7,4,4,0.48758218637002365,ambiguous_manual_variant_review_required,False
LIKE,LIKE,F_03_063,canonical_and_pinned_raw_text_equal,7,5,6,0.5836643097656113,model_consistent_manual_variant_review_required,False
LOVE,LOVE,G_01_068,canonical_and_pinned_raw_text_equal,7,7,7,0.8531793441091265,model_consistent_manual_variant_review_required,False
MAKE,MAKE,C_01_032,canonical_and_pinned_raw_text_equal,7,5,5,0.4635908179251211,ambiguous_manual_variant_review_required,False
MAN,MAN,C_01_040,canonical_and_pinned_raw_text_equal,7,7,7,0.5751169919967651,model_consistent_manual_variant_review_required,False
MAYBE,MAYBE,B_03_022,canonical_and_pinned_raw_text_equal,7,4,7,0.537516362965107,model_consistent_manual_variant_review_required,False
MORE,MORE,B_03_032,canonical_and_pinned_raw_text_equal,7,7,7,0.8154500382287162,model_consistent_manual_variant_review_required,False
MORNING,MORNING,C_02_012,canonical_and_pinned_raw_text_equal,7,6,7,0.801585738148008,model_consistent_manual_variant_review_required,False
MOTHER,MOTHER,B_02_008,canonical_and_pinned_raw_text_equal,7,6,7,0.5639039895364216,model_consistent_manual_variant_review_required,False
MY,MY,C_01_060,canonical_and_pinned_raw_text_equal,7,2,5,0.2499975978529879,ambiguous_manual_variant_review_required,False
NAME,NAME,D_01_021,canonical_and_pinned_raw_text_equal,7,6,7,0.7975946686097554,model_consistent_manual_variant_review_required,False
NEED,NEED,C_02_034,canonical_and_pinned_raw_text_equal,7,3,6,0.3250371396009411,ambiguous_manual_variant_review_required,False
NIGHT,NIGHT1,A_01_003,canonical_only_variant_review_required,7,6,6,0.6261454979623002,model_consistent_manual_variant_review_required,False
NO,NO,C_03_041,canonical_and_pinned_raw_text_equal,7,4,6,0.4300758060333984,model_consistent_manual_variant_review_required,False
NOW,NOW,C_03_062,canonical_and_pinned_raw_text_equal,7,5,6,0.5603953123624835,model_consistent_manual_variant_review_required,False
OUR,OUR,G_02_067,canonical_and_pinned_raw_text_equal,7,6,6,0.6853967120072672,model_consistent_manual_variant_review_required,False
PLEASE,PLEASE,B_02_007,canonical_and_pinned_raw_text_equal,7,7,7,0.9090787172317505,model_consistent_manual_variant_review_required,False
READ,READ,A_01_022,canonical_and_pinned_raw_text_equal,7,4,6,0.5646451711654663,model_consistent_manual_variant_review_required,False
READY,READY,F_03_042,canonical_and_pinned_raw_text_equal,7,7,7,0.6753388941287994,model_consistent_manual_variant_review_required,False
SAD,SAD,B_02_053,canonical_and_pinned_raw_text_equal,7,7,7,0.7833377548626491,model_consistent_manual_variant_review_required,False
SCHOOL,SCHOOL,C_03_089,canonical_and_pinned_raw_text_equal,7,2,7,0.21393215017659323,ambiguous_manual_variant_review_required,False
SEE,SEE,C_02_030,canonical_and_pinned_raw_text_equal,7,7,7,0.8403053283691406,model_consistent_manual_variant_review_required,False
SIGN,SIGN,E_03_050,canonical_and_pinned_raw_text_equal,7,1,3,0.14518720965965518,high_risk_manual_variant_review_required,False
SLEEP,SLEEP,B_03_037,canonical_and_pinned_raw_text_equal,7,5,6,0.4864594633025782,model_consistent_manual_variant_review_required,False
SMALL,SMALL,D_01_030,canonical_and_pinned_raw_text_equal,7,6,6,0.5914930517652205,model_consistent_manual_variant_review_required,False
SORRY,SORRY,C_01_020,canonical_and_pinned_raw_text_equal,7,7,7,0.771819287112781,model_consistent_manual_variant_review_required,False
STOP,STOP,D_01_010,canonical_and_pinned_raw_text_equal,7,4,5,0.2682457722590438,ambiguous_manual_variant_review_required,False
TAKE,TAKE,G_01_093,canonical_and_pinned_raw_text_equal,7,1,5,0.1514620469616992,ambiguous_manual_variant_review_required,False
TELL,TELL,C_02_013,canonical_and_pinned_raw_text_equal,7,6,7,0.7418908072369439,model_consistent_manual_variant_review_required,False
THANKYOU,THANKYOU,H_02_053,canonical_and_pinned_raw_text_equal,7,6,7,0.5286471247673035,model_consistent_manual_variant_review_required,False
THEY,THEY1,F_02_103,canonical_only_variant_review_required,7,2,3,0.18739002749290584,high_risk_manual_variant_review_required,False
THINK,THINK,C_03_053,canonical_and_pinned_raw_text_equal,7,6,7,0.6035513963018145,model_consistent_manual_variant_review_required,False
TIME,TIME,B_02_080,canonical_and_pinned_raw_text_equal,7,5,6,0.5270868922317666,model_consistent_manual_variant_review_required,False
TIRED,TIRED,D_02_050,canonical_and_pinned_raw_text_equal,7,5,6,0.598754953992154,model_consistent_manual_variant_review_required,False
TOMORROW,TOMORROW,F_02_040,canonical_and_pinned_raw_text_equal,7,6,7,0.6571893064039094,model_consistent_manual_variant_review_required,False
TRY,TRY,B_02_034,canonical_and_pinned_raw_text_equal,7,6,7,0.7112353476030486,model_consistent_manual_variant_review_required,False
UNDERSTAND,UNDERSTAND,C_01_006,canonical_and_pinned_raw_text_equal,7,3,5,0.457500680607544,ambiguous_manual_variant_review_required,False
USE,USE,D_03_043,canonical_and_pinned_raw_text_equal,7,5,6,0.41105475343231646,model_consistent_manual_variant_review_required,False
WAIT,WAIT,B_02_016,canonical_and_pinned_raw_text_equal,7,3,4,0.334271706108536,ambiguous_manual_variant_review_required,False
WANT,WANT1,E_01_025,canonical_only_variant_review_required,7,1,4,0.10643013859433788,ambiguous_manual_variant_review_required,False
WATER,WATER,A_02_031,canonical_and_pinned_raw_text_equal,7,4,5,0.3710682200201388,ambiguous_manual_variant_review_required,False
WEEK,WEEK,B_02_079,canonical_and_pinned_raw_text_equal,7,4,7,0.46121625708682196,model_consistent_manual_variant_review_required,False
WHAT,WHAT1,D_02_094,canonical_only_variant_review_required,7,0,2,0.031097075835402523,high_risk_manual_variant_review_required,False
WHEN,WHEN,C_03_086,canonical_and_pinned_raw_text_equal,7,3,7,0.38574016253863064,ambiguous_manual_variant_review_required,False
WHERE,WHERE,B_02_035,canonical_and_pinned_raw_text_equal,7,4,6,0.4479614572399961,model_consistent_manual_variant_review_required,False
WHO,WHO,C_01_041,canonical_and_pinned_raw_text_equal,7,4,7,0.4627366688634668,model_consistent_manual_variant_review_required,False
WHY,WHY,D_01_067,canonical_and_pinned_raw_text_equal,7,0,4,0.061212330657456605,ambiguous_manual_variant_review_required,False
WOMAN,WOMAN1,C_02_028,canonical_only_variant_review_required,7,3,5,0.23631065728009812,ambiguous_manual_variant_review_required,False
WORK,WORK,B_03_059,canonical_and_pinned_raw_text_equal,7,7,7,0.7218846040112632,model_consistent_manual_variant_review_required,False
WRITE,WRITE,D_01_051,canonical_and_pinned_raw_text_equal,7,2,4,0.1442404741288296,ambiguous_manual_variant_review_required,False
YEAR,YEAR,B_02_015,canonical_and_pinned_raw_text_equal,7,6,7,0.7253179997205734,model_consistent_manual_variant_review_required,False
YES,YES,G_03_074,canonical_and_pinned_raw_text_equal,7,5,7,0.5192377258624349,model_consistent_manual_variant_review_required,False
YESTERDAY,YESTERDAY,D_01_024,canonical_and_pinned_raw_text_equal,7,6,6,0.7199931322996106,model_consistent_manual_variant_review_required,False
YOU,YOU,D_02_065,canonical_and_pinned_raw_text_equal,7,4,6,0.39423934490020784,model_consistent_manual_variant_review_required,False
YOUR,YOUR,F_01_052,canonical_and_pinned_raw_text_equal,7,1,2,0.1347719750566674,high_risk_manual_variant_review_required,False
